labels,text,text_de,text_fr
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,"Bitte rufen Sie unseren Kundendienstmitarbeiter unter 0800 169 6031 zwischen 10 und 21 Uhr an, da Sie einen garantierten $1000 Cash oder £5000 Preis haben!",S'il vous plaît appeler notre représentant du service à la clientèle au 0800 169 6031 entre 10h et 21h puisque vous avez WON un montant garanti de £1000 cash ou £5000 prix!
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,"Heute werden Voda-Nummern, die mit 7634 enden, ausgewählt, um eine Belohnung von £350 zu erhalten. Wenn Sie ein Match haben, rufen Sie bitte 0871230220 an, in dem Sie Anspruchscode 7684 zitieren.","Aujourd'hui, les numéros Voda se terminant par 7634 sont sélectionnés pour recevoir une récompense de £350. Si vous avez une correspondance, veuillez composer le 08712300220 en citant le code de réclamation 7684."
ham,Only saturday and sunday holiday so its very difficult:),Nur Samstag und Sonntag Urlaub so seine sehr schwierig:),Seul samedi et dimanche vacances donc son très difficile:)
ham,Everybody had fun this evening. Miss you.,Alle hatten Spaß heute Abend.,Tout le monde s'est bien amusé ce soir.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?","Hast du Benzingeld, willst du in ein tolles Natur-Abenteuer mit Galileo gehen?","Tu as de l'argent pour l'essence, tu veux faire une grande aventure nature avec galiléo dans un peu?"
ham,"I'm in a meeting, call me later at","Ich bin in einem Meeting, ruf mich später an.","Je suis en réunion, appelez-moi plus tard."
ham,Oh wow thats gay. Will firmware update help,Oh wow das ist schwul. Wird Firmware-Update-Hilfe,Oh wow thats gay. Will firmware mise à jour aide
ham,These won't do. Have to move on to morphine,Das wird nicht reichen.,Il faut passer à la morphine.
ham,How come i din c ü... Yup i cut my hair...,"Wie kommt es, dass ich mir die Haare geschnitten habe?",Comment se fait-il que je din c ü... que je me coupe les cheveux...
ham,K k pa Had your lunch aha.,K k pa hatte dein Mittagessen aha.,K k pa a déjeuné aha.
ham,Oh ho. Is this the first time u use these type of words,Oh ho. Ist dies das erste Mal u verwenden diese Art von Wörtern,C'est la première fois que tu utilises ce genre de mots.
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),Kapitän vijaykanth macht Komödie in Kapitän tv..he ist betrunken :),Le capitaine vijaykanth fait de la comédie à la télévision capitaine..il est ivrogne :)
ham,Of course. I guess god's just got me on hold right now.,"Ich glaube, Gott hat mich gerade auf Eis gelegt.","Bien sûr, Dieu vient de me mettre en attente."
ham,Do you hide anythiing or keeping distance from me,Versteckst du irgendetwas oder hältst du Abstand von mir?,Tu me caches quelque chose ou tu me caches quelque chose.
ham,Havent.,Hab ich nicht.,Je ne sais pas.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,Sie werden abgerissen! Holen Sie sich Ihre mobilen Inhalte von www.clubmoby.com anrufen 08717509990 poly/true/Pix/Ringtones/Games sechs Downloads für nur 3,Vous êtes déchiré! Obtenez votre contenu mobile à partir de www.clubmoby.com composez le 08717509990 poly/true/Pix/Ringtones/Games six téléchargements pour seulement 3
ham,Sorry i din lock my keypad.,"Tut mir leid, dass ich meine Tastatur verriegele.",Désolé d'avoir verrouillé mon clavier.
ham,Did u got that persons story,"Haben u bekommen, dass Personen Geschichte",Est-ce que tu as eu cette histoire de personnes
ham,Are you planning to come chennai?,"Hast du vor, Channai zu kommen?",Vous comptez venir chenni?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,"Wir versuchten, Sie zu kontaktieren re Ihre Antwort auf unser Angebot eines Video Phone 750 jederzeit jedes Netzwerk Minuten Half Price Line Vermietung Camcorder Antworten oder rufen 08000930705",Nous avons essayé de vous contacter re votre réponse à notre offre de Video Phone 750 à tout moment any network mins Half Price Line Rental Camcorder Répondre ou appeler 08000930705
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,"Gott schuf Lücke btwn ur Finger so dat sum1 vry spezielle wird diese Lücken füllen, indem sie ur Hände.. Jetzt plz dont fragen y er so viel Lücke zwischen den Beinen erstellt!!!",Dieu a créé le vide btwn ur doigts si dat sum1 vry spécial comblera ces vides en tenant les mains ur.. Maintenant plz ne demandez pas y il a créé tellement d'espace entre les jambes!!!
ham,We are okay. Going to sleep now. Later,"Es geht uns gut, wir gehen jetzt schlafen.","Ça va aller, je vais dormir."
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","Bitte schützen Sie sich vor E-Threats. SIB fragt nie nach sensiblen Informationen wie Passwords, ATM/SMS PIN durch E-Mail. Teilen Sie Ihr Passwort niemals mit jemandem.","SIB ne demande jamais d'informations sensibles comme les mots de passe, ATM/SMS PIN par email. Ne partagez jamais votre mot de passe avec qui que ce soit."
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE ""","Endlich ist es passiert..! Achter Jahrzehnte..! BEER ist jetzt billiger als PETROL! Das Goverment erwartet von uns ""DRINK""... Aber nicht ""DRIVE""","Enfin c'est arrivé..! Aftr décennies..! BEER est maintenant moins cher que PETROL! Le gouvernement s'attend à ce que nous ""DRINK""... Mais ne ""DRIVE"""
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,"Ein £400 XMAS REWARD wartet auf Sie! Unser Computer hat Sie zufällig von unseren treuen mobilen Kunden ausgewählt, um eine £400 Belohnung zu erhalten. Rufen Sie einfach 09066380611",Un prix de 400 £ XMAS vous attend! Notre ordinateur vous a choisi au hasard parmi nos fidèles clients mobiles pour recevoir une récompense de 400 £. Il suffit d'appeler 09066380611
ham,Where r e meeting tmr?,Wo ist das Treffen?,Où est le rendez-vous?
ham,Lol yes. But it will add some spice to your day.,Aber es wird etwas Würze zu Ihrem Tag hinzufügen.,"Lol oui, mais ça ajoutera de l'épice à votre journée."
ham,Hope you are having a great day.,"Ich hoffe, Sie haben einen tollen Tag.",J'espère que vous passez une bonne journée.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,Unsere Mutter von Prasanth ettans starb letzte Nacht. Bete einfach für sie und Familie.,"Notre mère Prasanth ettans est décédée hier soir, priez pour elle et sa famille."
ham,"K, I'll work something out","K, ich kümmere mich um etwas.","K, je vais m'arranger."
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,PRIVATE! Ihre Kontoauszug für 2003 zeigt 800 unerlöste S. I. M. Punkte. Rufen Sie 08718738002 Identifier Code: 48922 Läuft am 21/11/04 ab,PRIVÉ! Votre relevé de compte de 2003 pour les montants de 800 points non remboursés S. I. M. Appelez le 08718738002 Code d'identification: 48922 Expires 21/11/04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,Diese Nachricht ist von einem großen Arzt in Indien:-): 1) Trinken Sie nicht APPY FIZZ. Es enthält Krebs verursacht Alter,Ce message vient d'un grand docteur en Inde:-): 1) Ne buvez pas APPY FIZZ. Il contient Cancer causant l'âge
ham,I cant pick the phone right now. Pls send a message,Ich kann das Telefon jetzt nicht wählen. Pls senden eine Nachricht,Je ne peux pas choisir le téléphone tout de suite.
ham,You call him and tell now infront of them. Call him now.,Rufen Sie ihn an und sagen Sie es ihnen.,Appelez-le et dites-le maintenant devant eux.
ham,Ok no prob...,"Okay, kein Problem...",Pas de problème...
ham,Ladies first and genus second k .,Damen erste und Gattung zweite k.,Les femmes d'abord et le genre deuxième k.
ham,No. Yes please. Been swimming?,"Nein, ja, bitte.","Non, s'il vous plaît, vous nagez?"
ham,Mum not going robinson already.,Mama geht nicht schon Robinson.,Maman n'y va pas déjà.
ham,Ok set let u noe e details later...,Ok set let u noe e Details später...,Ok set let u noe e details plus tard...
ham,Not..tel software name..,Nicht..tel-Softwarename..,Pas le nom du logiciel..tel..
ham,I send the print  outs da.,Ich schicke die Ausdrucke da.,J'envoie les empreintes.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,IM WIRKLICHEN SOZ IMAT MEINE MUMS 2NITE WAS VON 2MORO,IM REALY SOZ IMAT MUS 2NITE QU'EN EST-IL DE 2MORO
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!","Als ich geboren wurde, sagte GOTT: „Oh nein! Ein anderer Idiot."" Als du geboren wurdest, sagte GOTT: „O nein! WETTBEWERB."" Wer wusste, eines Tages werden diese beiden FREINDE FÜR JEDER!","Quand je suis né, Dieu a dit, ""Oh non, un autre IDIOT"". Quand vous êtes né, Dieu a dit, ""Oh non, COMPÉTITION"". Qui a su, un jour ces deux-là deviendront des FREINS pour toujours!"
ham,"I didnt get ur full msg..sometext is missing, send it again","Ich habe nicht ur volle msg..sometext fehlt, senden Sie es wieder","Je n'ai pas eu ur pleine msg..quelque texte a disparu, l'envoyer à nouveau"
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow","Wahrscheinlich nicht, ich bin fast aus dem Gas und ich bekomme etwas Geld morgen","Probablement pas, je suis presque à court d'essence et j'ai de l'argent demain."
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114","Kunden-Service Ankündigung. Wir haben vor kurzem versucht, eine Lieferung an Sie zu machen, aber waren nicht in der Lage, dies zu tun, rufen Sie bitte 07099833605 zu re-plane. Ref:9280114","Annonce de service à la clientèle. Nous avons récemment essayé de vous faire une livraison, mais n'avons pas été en mesure de le faire, s'il vous plaît appelez 07099833605 pour re-programmer. Ref:9280114"
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,Ich vergaß 2 fragen u alle smth.. Es gibt eine Karte auf da vorhanden lei... Wie? Ü alle wollen 2 schreiben smth oder Zeichen auf sie?,J'ai oublié 2 demander ü all smth.. Il y a une carte sur da present lei... Comment? Ü tous veulent 2 écrire smth ou signer dessus?
ham,I'm leaving my house now.,Ich verlasse jetzt mein Haus.,Je quitte ma maison maintenant.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","Hallo babe seine Chloe, wie r u? Ich wurde am Samstagabend zerschlagen, es war toll! Wie war Ihr Wochenende? U fehlte mir? SP visionsms.com Text stop to stop 150p/text","Salut bébé son Chloé, comment r u? J'ai été écrasé le samedi soir, c'était génial! Comment s'est passé votre week-end? U a été manquant de moi? SP visionsms.com Text stop pour arrêter 150p/text"
ham,Ü ready then call me...,"U bereit, dann rufen Sie mich an...",Ü prêt alors appelez-moi...
ham,Wewa is 130. Iriver 255. All 128 mb.,Wewa ist 130. Iriver 255. Alle 128 mb.,"Wewa a 130 ans, 255 ans, 128 mb."
ham,It is a good thing I'm now getting the connection to bw,"Es ist eine gute Sache, dass ich jetzt die Verbindung zum Bw",C'est une bonne chose que j'obtienne maintenant la connexion à bw
ham,Sry da..jst nw only i came to home..,Sry da..jst nw nur kam ich nach Hause..,Sry da..jst nw seulement je suis venu à la maison..
ham,"That's cool he'll be here all night, lemme know when you're around","Das ist cool, dass er die ganze Nacht hier sein wird, Lemme weiß, wann du da bist.",C'est cool qu'il soit là toute la nuit.
ham,Are you staying in town ?,Bleibst du in der Stadt?,Vous restez en ville?
ham,"Haha yeah, 2 oz is kind of a shitload","Haha yeah, 2 oz ist eine Art Scheißladung","Haha ouais, 2 oz, c'est une merde."
ham,Ok u can take me shopping when u get paid =D,"Ok u kann mich einkaufen, wenn du bezahlt wirst =D",Ok u peut m'emmener faire des courses quand u sont payés =D
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","Mein Leben bedeutet mir viel, Nicht weil ich mein Leben liebe, Aber weil ich die Menschen in meinem Leben liebe, Die Welt nennt sie Freunde, Ich nenne sie meine Welt:-).. Ge:-)..","Ma vie signifie beaucoup pour moi, pas parce que j'aime ma vie, mais parce que j'aime les gens dans ma vie, Le monde les appelle amis, je les appelle mon monde:-).. Ge:-).."
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins","In Ordnung, wir bringen es Ihnen, wir sehen Sie in wie &lt;#&gt; Minuten","Très bien, nous allons vous l'apporter, à vous dans comme &lt;#&gt; mins"
ham,But pls dont play in others life.,Aber pls spielen nicht in anderen Leben.,Mais les pls ne jouent pas dans la vie des autres.
ham,Eatin my lunch...,Essen Sie in meinem Mittagessen...,Manger dans mon déjeuner...
ham,Hmmm.but you should give it on one day..,Hmmm. aber Sie sollten es an einem Tag geben..,Hmmm. mais tu devrais le donner un jour..
ham,"Didn't try, g and I decided not to head out","Ich habe es nicht versucht, G und ich beschlossen, nicht zu gehen","J'ai pas essayé, et j'ai décidé de ne pas partir."
ham,Ok no prob,"Ok, kein Problem.",Ok pas de problème
ham,Surly ill give it to you:-) while coming to review.,"Surly krank geben Sie es Ihnen:-) während kommen, um zu überprüfen.",Surement malade vous le donner:-) tout en venant à l'examen.
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies","Bis zum Ende des Marsches sollte ich bereit sein, aber wird Sie sicher rufen. Das Problem ist, dass mein Kapital nie abgeschlossen. Wie weit mit Ihnen. Wie ist die Arbeit und die Damen","En fin de marche, je devrais être prêt, mais je t'appellerai pour sûr. Le problème est que ma capitale n'est jamais complète."
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Tessy..pls tun mir einen Gefallen. Pls übermitteln meine Geburtstagswünsche an Nimya..pls dnt vergessen. Heute ist ihr Geburtstag Shijas,Tessy..pls me font une faveur. Pls transmettre mes vœux d'anniversaire à Nimya..pls dnt oublier. Aujourd'hui est son anniversaire Shijas
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,"Pls geben ihr das Essen vorzugsweise pap sehr langsam mit viel Zucker. Sie können bis zu einer Stunde dauern, um es zu geben. Und dann etwas Wasser. Sehr sehr langsam.",Pls lui donne la nourriture de préférence pap très lentement avec des charges de sucre. Vous pouvez prendre jusqu'à une heure pour lui donner. Et puis un peu d'eau. Très lentement.
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU","URGENT! Ihr Handy-Nr. 07808726822 wurde am 02/09/03 mit einem Bonus-Caller-Preis von £2.000 ausgezeichnet! Dies ist unser 2. Versuch, mit Ihnen in Kontakt zu treten! Rufen Sie 0871-872-9758 BOX95QU","URGENT! Votre Mobile No 07808726822 a reçu un prix Bonus Caller de £2,000 le 02/09/03! C'est notre 2e tentative de vous contacter! Appelez 0871-872-9758 BOX95QU"
